13313,12
13314,25
13315,24
13316,32
13317,25
13318,8
13319,22
13320,12
13321,22
13322,29
13323,22
13324,227
13325,18
13326,8
13327,13
13328,20
13329,23
13330,14
13331,16
13332,16
13333,15
13334,16
13335,20
13336,19
13337,13
13338,31
13339,17
13340,18
13341,8
13342,21
13343,16
13344,12
13345,33
13346,23
13347,18
13348,18
13349,30
13350,8
13351,28
13352,17
13353,8
13354,8
13355,22
13356,14
13357,19
13358,21
13359,13
13360,24
13361,18
13362,13
13363,11
13364,13
13365,17
13366,22
13367,13
13368,33
13369,8
13370,15
13371,24
13372,25
13373,18
13374,19
13375,28
13376,12
13377,29
13378,10
13379,21
13380,17
13381,30
13382,11
13383,21
13384,22
13385,9
13386,26
13387,16
13388,12
13389,19
13390,33
13391,13
13392,27
13393,13
13394,5
13395,20
13396,6
13397,17
13398,20
13399,10
13400,7
13401,18
13402,16
13403,14
13404,14
13405,19
13406,35
13407,24
13408,29
13409,21
13410,18
13411,5
13412,25
13413,9
13414,18
13415,8
13416,20
13417,14
13418,22
13419,11
13420,30
13421,9
13422,15
13423,26
13424,11
13425,22
13426,20
13427,16
13428,19
13429,21
13430,24
13431,19
13432,8
13433,12
13434,15
13435,14
13436,18
13437,23
13438,38
13439,19
13440,11
13441,11
13442,19
13443,15
13444,22
13445,14
13446,20
13447,13
13448,14
13449,22
13450,21
13451,17
13452,16
13453,11
13454,19
13455,11
13456,11
13457,13
13458,11
13459,23
13460,23
13461,12
13462,27
13463,8
13464,68
13465,31
13466,13
13467,15
13468,25
13469,29
13470,24
13471,4
13472,27
13473,18
13474,23
13475,11
13476,24
13477,27
13478,24
13479,18
13480,17
13481,17
13482,7
13483,23
13484,25
13485,19
13486,11
13487,31
13488,5
13489,19
13490,30
13491,19
13492,15
13493,23
13494,24
13495,14
13496,15
13497,22
13498,18
13499,17
13500,439
13501,6
13502,26
13503,12
13504,21
13505,11
13506,11
13507,19
13508,17
13509,26
13510,15
13511,30
13512,26
13513,15
13514,52
13515,34
13516,13
13517,17
13518,6
13519,15
13520,27
13521,23
13522,21
13523,7
13524,11
13525,14
13526,17
13527,14
13528,33
13529,29
13530,14
13531,18
13532,32
13533,26
13534,30
13535,13
13536,32
13537,16
13538,22
13539,21
13540,21
13541,20
13542,10
13543,9
13544,43
13545,15
13546,19
13547,25
13548,18
13549,13
13550,11
13551,13
13552,24
13553,22
13554,12
13555,8
13556,19
13557,15
13558,8
13559,16
13560,23
13561,14
13562,18
13563,10
13564,9
13565,25
13566,23
13567,18
13568,25
13569,18
13570,35
13571,12
13572,19
13573,11
13574,16
13575,9
13576,10
13577,24
13578,14
13579,18
13580,11
13581,23
13582,8
13583,28
13584,12
13585,17
13586,28
13587,19
13588,18
13589,7
13590,21
13591,19
13592,7
13593,22
13594,18
13595,33
13596,24
13597,10
13598,29
13599,25
13600,14
13601,16
13602,25
13603,16
13604,22
13605,18
13606,11
13607,23
13608,20
13609,17
13610,11
13611,23
13612,15
13613,191
13614,26
13615,15
13616,21
13617,15
13618,15
13619,26
13620,19
13621,20
13622,17
13623,31
13624,19
13625,12
13626,12
13627,11
13628,29
13629,24
13630,35
13631,10
13632,17
13633,18
13634,42
13635,10
13636,13
13637,15
13638,14
13639,19
13640,8
13641,11
13642,16
13643,15
13644,22
13645,16
13646,21
13647,22
13648,14
13649,23
13650,24
13651,33
13652,23
13653,27
13654,47
13655,15
13656,20
13657,13
13658,22
13659,11
13660,24
13661,8
13662,14
13663,17
13664,21
13665,16
13666,16
13667,10
13668,19
13669,18
13670,14
13671,12
13672,17
13673,22
13674,22
13675,12
13676,20
13677,9
13678,25
13679,8
13680,13
13681,11
13682,21
13683,14
13684,16
13685,13
13686,32
13687,12
13688,19
13689,24
13690,18
13691,27
13692,29
13693,684
13694,22
13695,27
13696,17
13697,27
13698,22
13699,16
13700,21
13701,17
13702,33
13703,19
13704,11
13705,26
13706,22
13707,9
13708,14
13709,12
13710,8
13711,9
13712,14
13713,32
13714,20
13715,29
13716,27
13717,26
13718,19
13719,15
13720,11
13721,10
13722,8
13723,12
13724,8
13725,20
13726,30
13727,25
13728,23
13729,18
13730,19
13731,16
13732,14
13733,9
13734,19
13735,18
13736,12
13737,13
13738,19
13739,18
13740,15
13741,10
13742,17
13743,20
13744,29
13745,14
13746,6
13747,13
13748,20
13749,30
13750,7
13751,26
13752,13
13753,15
13754,17
13755,14
13756,41
13757,13
13758,22
13759,20
13760,21
13761,9
13762,13
13763,25
13764,23
13765,22
13766,12
13767,19
13768,19
13769,25
13770,24
13771,15
13772,29
13773,20
13774,20
13775,14
13776,14
13777,21
13778,17
13779,7
13780,19
13781,14
13782,15
13783,21
13784,39
13785,17
13786,93
13787,18
13788,16
13789,20
13790,25
13791,24
13792,25
13793,20
13794,11
13795,13
13796,11
13797,17
13798,8
13799,12
13800,13
13801,21
13802,11
13803,33
13804,10
13805,31
13806,4
13807,16
13808,12
13809,18
13810,24
13811,27
13812,13
13813,19
13814,18
13815,14
13816,29
13817,15
13818,12
13819,10
13820,15
13821,22
13822,12
13823,12
13824,13
13825,6
13826,13
13827,15
13828,19
13829,16
13830,14
13831,14
13832,29
13833,6
13834,17
13835,8
13836,14
13837,23
13838,10
13839,15
13840,10
13841,15
13842,9
13843,14
13844,23
13845,12
13846,20
13847,14
13848,20
13849,10
13850,14
13851,31
13852,19
13853,6
13854,20
13855,14
13856,24
13857,18
13858,17
13859,16
13860,9
13861,21
13862,18
13863,25
13864,9
13865,18
13866,16
13867,5
13868,19
13869,27
13870,19
13871,9
13872,21
13873,6
13874,22
13875,19
13876,15
13877,12
13878,10
13879,14
13880,18
13881,7
13882,29
13883,20
13884,22
13885,25
13886,27
13887,21
13888,10
13889,6
13890,17
13891,20
13892,17
13893,15
13894,32
13895,10
13896,14
13897,13
13898,24
13899,27
13900,23
13901,26
13902,12
13903,16
13904,18
13905,17
13906,19
13907,25
13908,12
13909,14
13910,8
13911,8
13912,23
13913,15
13914,33
13915,19
13916,30
13917,27
13918,26
13919,22
13920,44
13921,14
13922,17
13923,19
13924,23
13925,25
13926,25
13927,44
13928,17
13929,11
13930,16
13931,5
13932,11
13933,18
13934,30
13935,25
13936,13
13937,16
13938,12
13939,20
13940,26
13941,18
13942,17
13943,21
13944,17
13945,11
13946,8
13947,14
13948,6
13949,11
13950,37
13951,23
13952,9
13953,31
13954,9
13955,9
13956,13
13957,11
13958,14
13959,12
13960,9
13961,15
13962,21
13963,12
13964,23
13965,19
13966,16
13967,19
13968,20
13969,24
13970,8
13971,7
13972,19
13973,17
13974,24
13975,21
13976,4
13977,36
13978,23
13979,21
13980,14
13981,6
13982,13
13983,15
13984,25
13985,10
13986,148
13987,15
13988,14
13989,23
13990,31
13991,23
13992,27
13993,8
13994,9
13995,13
13996,12
13997,19
13998,31
13999,23
14000,21
14001,7
14002,10
14003,16
14004,11
14005,12
14006,19
14007,20
14008,26
14009,22
14010,21
14011,26
14012,23
14013,12
14014,22
14015,13
14016,22
14017,24
14018,13
14019,38
14020,14
14021,10
14022,12
14023,16
14024,23
14025,24
14026,24
14027,24
14028,27
14029,22
14030,24
14031,16
14032,20
14033,6
14034,10
14035,19
14036,31
14037,11
14038,14
14039,6
14040,23
14041,30
14042,21
14043,17
14044,4
14045,13
14046,19
14047,19
14048,15
14049,12
14050,19
14051,17
14052,20
14053,10
14054,6
14055,17
14056,20
14057,44
14058,17
14059,10
14060,18
14061,9
14062,20
14063,12
14064,23
14065,21
14066,16
14067,11
14068,30
14069,11
14070,39
14071,17
14072,30
14073,11
14074,19
14075,14
14076,9
14077,16
14078,24
14079,16
14080,14
14081,22
14082,10
14083,11
14084,22
14085,27
14086,35
14087,12
14088,32
14089,27
14090,12
14091,18
14092,23
14093,12
14094,15
14095,25
14096,16
14097,5
14098,13
14099,16
14100,18
14101,21
14102,15
14103,23
14104,17
14105,12
14106,20
14107,15
14108,40
14109,27
14110,30
14111,9
14112,11
14113,27
14114,20
14115,41
14116,31
14117,10
14118,16
14119,7
14120,15
14121,7
14122,16
14123,18
14124,14
14125,8
14126,23
14127,16
14128,31
14129,25
14130,23
14131,9
14132,11
14133,18
14134,12
14135,6
14136,15
14137,20
14138,25
14139,11
14140,32
14141,25
14142,30
14143,17
14144,31
14145,14
14146,6
14147,16
14148,29
14149,26
14150,12
14151,12
14152,6
14153,36
14154,22
14155,26
14156,14
14157,23
14158,21
14159,23
14160,97
14161,11
14162,30
14163,14
14164,26
14165,7
14166,10
14167,20
14168,13
14169,15
14170,10
14171,56
14172,18
14173,24
14174,7
14175,9
14176,20
14177,18
14178,20
14179,16
14180,16
14181,19
14182,28
14183,6
14184,14
14185,8
14186,16
14187,16
14188,33
14189,20
14190,13
14191,35
14192,32
14193,19
14194,18
14195,15
14196,26
14197,9
14198,34
14199,20
14200,16
14201,17
14202,9
14203,16
14204,14
14205,22
14206,6
14207,11
14208,19
14209,17
14210,15
14211,20
14212,19
14213,20
14214,25
14215,12
14216,31
14217,34
14218,15
14219,17
14220,8
14221,23
14222,11
14223,10
14224,18
14225,11
14226,30
14227,11
14228,14
14229,11
14230,17
14231,24
14232,22
14233,10
14234,39
14235,12
14236,14
14237,12
14238,16
14239,9
14240,25
14241,25
14242,15
14243,19
14244,11
14245,25
14246,23
14247,14
14248,24
14249,16
14250,15
14251,20
14252,23
14253,22
14254,17
14255,11
14256,23
14257,16
14258,12
14259,16
14260,16
14261,22
14262,15
14263,31
14264,20
14265,13
14266,8
14267,15
14268,20
14269,31
14270,21
14271,26
14272,20
14273,10
14274,18
14275,41
14276,7
14277,22
14278,24
14279,8
14280,15
14281,11
14282,14
14283,9
14284,15
14285,17
14286,11
14287,17
14288,21
14289,20
14290,20
14291,14
14292,13
14293,21
14294,10
14295,28
14296,25
14297,24
14298,27
14299,11
14300,19
14301,19
14302,12
14303,24
14304,16
14305,16
14306,3
14307,8
14308,12
14309,55
14310,15
14311,19
14312,14
14313,24
14314,11
14315,23
14316,33
14317,17
14318,22
14319,34
14320,12
14321,16
14322,33
14323,38
14324,11
14325,14
14326,44
14327,9
14328,30
14329,36
14330,21
14331,7
14332,23
14333,26
14334,32
14335,12
14336,11
14337,19
14338,18
14339,19
14340,15
14341,34
14342,25
14343,34
14344,18
14345,29
14346,31
14347,22
14348,11
14349,13
14350,27
14351,23
14352,12
14353,13
14354,6
14355,17
14356,24
14357,21
14358,28
14359,10
14360,20
14361,30
14362,28
14363,11
14364,5
14365,30
14366,8
14367,14
14368,15
14369,13
14370,22
14371,19
14372,18
14373,29
14374,12
14375,17
14376,8
14377,22
14378,15
14379,18
14380,19
14381,11
14382,18
14383,16
14384,27
14385,23
14386,15
14387,10
14388,14
14389,31
14390,10
14391,33
14392,13
14393,18
14394,19
14395,38
14396,18
14397,18
14398,19
14399,14
14400,16
14401,20
14402,15
14403,18
14404,19
14405,38
14406,17
14407,25
14408,19
14409,11
14410,8
14411,19
14412,8
14413,11
14414,16
14415,20
14416,23
14417,18
14418,17
14419,14
14420,14
14421,8
14422,17
14423,15
14424,13
14425,15
14426,16
14427,10
14428,55
14429,22
14430,16
14431,20
14432,13
14433,15
14434,32
14435,14
14436,22
14437,18
14438,14
14439,13
14440,8
14441,18
14442,22
14443,24
14444,17
14445,32
14446,10
14447,17
14448,25
14449,21
14450,17
14451,21
14452,21
14453,20
14454,15
14455,29
14456,15
14457,18
14458,17
14459,27
14460,16
14461,25
14462,24
14463,6
14464,23
14465,26
14466,9
14467,8
14468,20
14469,12
14470,15
14471,25
14472,18
14473,24
14474,16
14475,32
14476,12
14477,29
14478,16
14479,18
14480,15
14481,14
14482,15
14483,16
14484,8
14485,19
14486,21
14487,29
14488,15
14489,26
14490,26
14491,19
14492,15
14493,15
14494,41
14495,41
14496,20
14497,33
14498,20
14499,24
14500,21
14501,19
14502,15
14503,9
14504,6
14505,16
14506,115
14507,11
14508,16
14509,28
14510,25
14511,30
14512,17
14513,18
14514,11
14515,17
14516,10
14517,17
14518,23
14519,19
14520,9
14521,6
14522,38
14523,9
14524,23
14525,20
14526,21
14527,18
14528,11
14529,30
14530,34
14531,21
14532,11
14533,439
14534,16
14535,24
14536,11
14537,7
14538,19
14539,37
14540,12
14541,27
14542,14
14543,17
14544,20
14545,23
14546,18
14547,23
14548,247
14549,9
14550,14
14551,31
14552,18
14553,14
14554,15
14555,34
14556,10
14557,23
14558,16
14559,25
14560,383
14561,10
14562,22
14563,314
14564,5
14565,23
14566,122
14567,15
14568,11
14569,22
14570,18
14571,22
14572,36
14573,28
14574,9
14575,16
14576,12
14577,11
14578,23
14579,40
14580,16
14581,24
14582,11
14583,20
14584,21
14585,15
14586,23
14587,38
14588,25
14589,9
14590,15
14591,13
14592,23
14593,21
14594,25
14595,24
14596,9
14597,17
14598,23
14599,12
14600,19
14601,21
14602,12
14603,7
14604,18
14605,28
14606,23
14607,26
14608,11
14609,27
14610,13
14611,12
14612,22
14613,14
14614,15
14615,42
14616,19
14617,23
14618,22
14619,15
14620,8
14621,11
14622,22
14623,5
14624,15
14625,18
14626,27
14627,23
14628,17
14629,7
14630,19
14631,18
14632,13
14633,32
14634,25
14635,10
14636,28
14637,29
14638,15
14639,11
14640,23
14641,20
14642,35
14643,18
14644,5
14645,14
14646,14
14647,9
14648,11
14649,13
14650,24
14651,11
14652,16
14653,24
14654,17
14655,29
14656,12
14657,22
14658,17
14659,28
14660,27
14661,7
14662,16
14663,24
14664,26
14665,16
14666,17
14667,17
14668,14
14669,33
14670,9
14671,12
14672,19
14673,14
14674,32
14675,20
14676,8
14677,21
14678,19
14679,12
14680,10
14681,22
14682,27
14683,15
14684,28
14685,18
14686,35
14687,20
14688,10
14689,10
14690,12
14691,25
14692,11
14693,16
14694,13
14695,7
14696,16
14697,38
14698,17
14699,16
14700,18
14701,16
14702,17
14703,27
14704,16
14705,15
14706,21
14707,8
14708,25
14709,12
14710,29
14711,21
14712,29
14713,28
14714,9
14715,26
14716,13
14717,19
14718,30
14719,18
14720,32
14721,20
14722,28
14723,21
14724,28
14725,8
14726,20
14727,22
14728,10
14729,12
14730,10
14731,26
14732,11
14733,27
14734,11
14735,14
14736,18
14737,6
14738,9
14739,52
14740,34
14741,14
14742,24
14743,29
14744,19
14745,12
14746,21
14747,9
14748,17
14749,27
14750,20
14751,12
14752,24
14753,19
14754,11
14755,12
14756,7
14757,14
14758,8
14759,17
14760,22
14761,20
14762,16
14763,24
14764,27
14765,8
14766,29
14767,21
14768,18
14769,17
14770,22
14771,13
14772,16
14773,19
14774,21
14775,22
14776,11
14777,16
14778,11
14779,11
14780,17
14781,5
14782,14
14783,14
14784,21
14785,15
14786,25
14787,17
14788,9
14789,14
14790,30
14791,17
14792,29
14793,21
14794,12
14795,21
14796,11
14797,17
14798,6
14799,19
14800,8
14801,17
14802,25
14803,7
14804,11
14805,6
14806,9
14807,7
14808,12
14809,7
14810,15
14811,8
14812,11
14813,27
14814,25
14815,25
14816,16
14817,8
14818,4
14819,18
14820,42
14821,17
14822,20
14823,15
14824,10
14825,21
14826,25
14827,20
14828,15
14829,12
14830,15
14831,25
14832,15
14833,33
14834,12
14835,14
14836,21
14837,34
14838,29
14839,14
14840,26
14841,22
14842,13
14843,7
14844,17
14845,12
14846,17
14847,21
14848,13
14849,6
14850,22
14851,21
14852,23
14853,14
14854,21
14855,12
14856,36
14857,10
14858,19
14859,18
14860,25
14861,12
14862,103
14863,19
14864,37
14865,13
14866,10
14867,13
14868,22
14869,21
14870,18
14871,11
14872,20
14873,6
14874,8
14875,17
14876,8
14877,21
14878,23
14879,18
14880,8
14881,13
14882,13
14883,21
14884,12
14885,42
14886,19
14887,24
14888,17
14889,16
14890,22
14891,12
14892,7
14893,14
14894,15
14895,24
14896,13
14897,26
14898,14
14899,21
14900,9
14901,19
14902,10
14903,22
14904,9
14905,13
14906,19
14907,12
14908,28
14909,16
14910,23
14911,25
14912,5
14913,20
14914,21
14915,17
14916,8
14917,15
14918,12
14919,11
14920,25
14921,28
14922,22
14923,37
14924,17
14925,32
14926,11
14927,18
14928,14
14929,17
14930,17
14931,25
14932,20
14933,23
14934,27
14935,10
14936,18
14937,31
14938,15
14939,14
14940,22
14941,17
14942,27
14943,14
14944,7
14945,13
14946,26
14947,544
14948,18
14949,16
14950,13
14951,13
14952,18
14953,15
14954,29
14955,18
14956,13
14957,5
14958,20
14959,16
14960,26
14961,20
14962,17
14963,17
14964,20
14965,29
14966,21
14967,19
14968,21
14969,17
14970,7
14971,23
14972,16
14973,24
14974,20
14975,18
14976,13
14977,14
14978,17
14979,25
14980,11
14981,17
14982,11
14983,14
14984,20
14985,21
14986,15
14987,14
14988,25
14989,21
14990,17
14991,19
14992,24
14993,16
14994,13
14995,14
14996,10
14997,12
14998,8
14999,21
15000,32
15001,14
15002,8
15003,16
15004,35
15005,133
15006,20
15007,7
15008,22
15009,12
15010,14
15011,13
15012,12
15013,11
15014,12
15015,23
15016,22
15017,29
15018,19
15019,7
15020,17
15021,18
15022,15
15023,24
15024,10
15025,20
15026,23
15027,10
15028,16
15029,29
15030,39
15031,15
15032,17
15033,12
15034,15
15035,16
15036,16
15037,22
15038,21
15039,17
15040,16
15041,17
15042,22
15043,36
15044,12
15045,14
15046,18
15047,33
15048,27
15049,20
15050,20
15051,35
15052,20
15053,21
15054,21
15055,20
15056,19
15057,8
15058,16
15059,11
15060,34
15061,17
15062,18
15063,22
15064,21
15065,7
15066,14
15067,17
15068,6
15069,24
15070,13
15071,27
15072,17
15073,13
15074,9
15075,20
15076,23
15077,26
15078,10
15079,13
15080,16
15081,15
15082,15
15083,23
15084,20
15085,12
15086,22
15087,5
15088,16
15089,21
15090,20
15091,16
15092,14
15093,15
15094,21
15095,20
15096,15
15097,39
15098,27
15099,13
15100,24
15101,24
15102,15
15103,36
15104,29
15105,21
15106,17
15107,7
15108,13
15109,18
15110,6
15111,26
15112,15
15113,31
15114,9
15115,17
15116,45
15117,25
15118,19
15119,10
15120,7
15121,11
15122,19
15123,19
15124,122
15125,13
15126,24
15127,27
15128,23
15129,11
15130,17
15131,12
15132,19
15133,22
15134,17
15135,26
15136,12
15137,25
15138,9
15139,16
15140,30
15141,24
15142,8
15143,14
15144,12
15145,24
15146,16
15147,17
15148,13
15149,35
15150,17
15151,22
15152,27
15153,23
15154,29
15155,19
15156,16
15157,12
15158,15
15159,18
15160,15
15161,22
15162,13
15163,16
15164,16
15165,25
15166,18
15167,11
15168,16
15169,9
15170,31
15171,7
15172,14
15173,19
15174,29
15175,17
15176,19
15177,26
15178,22
15179,12
15180,19
15181,23
15182,20
15183,25
15184,18
15185,17
15186,20
15187,18
15188,19
15189,20
15190,22
15191,20
15192,19
15193,8
15194,13
15195,14
15196,18
15197,21
15198,11
15199,29
15200,18
15201,23
15202,18
15203,33
15204,19
15205,51
15206,11
15207,24
15208,6
15209,13
15210,27
15211,51
15212,18
15213,19
15214,31
15215,12
15216,23
15217,36
15218,30
15219,8
15220,16
15221,22
15222,16
15223,28
15224,10
15225,24
15226,10
15227,12
15228,22
15229,18
15230,20
15231,17
15232,11
15233,19
15234,28
15235,23
15236,6
15237,12
15238,14
15239,15
15240,28
15241,28
15242,23
15243,9
15244,30
15245,29
15246,14
15247,21
15248,20
15249,38
15250,5
15251,19
15252,22
15253,10
15254,31
15255,18
15256,17
15257,11
15258,15
15259,11
15260,11
15261,9
15262,13
15263,24
15264,3
15265,19
15266,17
15267,20
15268,12
15269,36
15270,29
15271,23
15272,21
15273,119
15274,12
15275,23
15276,19
15277,18
15278,12
15279,14
15280,10
15281,21
15282,16
15283,13
15284,21
15285,16
15286,42
15287,20
15288,10
15289,5
15290,21
15291,15
15292,10
15293,23
15294,23
15295,19
15296,29
15297,10
15298,15
15299,8
15300,15
15301,25
15302,19
15303,16
15304,15
15305,8
15306,15
15307,13
15308,30
15309,41
15310,9
15311,23
15312,13
15313,6
15314,13
15315,9
15316,40
15317,7
15318,22
15319,20
15320,27
15321,17
15322,9
15323,14
15324,18
15325,20
15326,7
15327,13
15328,14
15329,26
15330,13
15331,23
15332,17
15333,7
15334,11
15335,28
15336,15
15337,12
15338,22
15339,30
15340,31
15341,16
15342,22
15343,16
15344,13
15345,12
15346,24
15347,15
15348,15
15349,22
15350,12
15351,12
15352,20
15353,16
15354,15
15355,20
15356,21
15357,22
15358,17
15359,18
15360,16
15361,15
15362,26
15363,27
15364,14
15365,19
15366,20
15367,27
15368,8
15369,15
15370,11
15371,6
15372,23
15373,8
15374,24
15375,25
15376,23
15377,16
15378,16
15379,19
15380,28
15381,15
15382,11
15383,18
15384,19
15385,22
15386,27
15387,20
15388,14
15389,17
15390,24
15391,15
15392,35
15393,17
15394,21
15395,11
15396,16
15397,12
15398,18
15399,18
15400,11
15401,19
15402,16
15403,16
15404,8
15405,12
15406,14
15407,9
15408,18
15409,20
15410,19
15411,10
15412,26
15413,15
15414,11
15415,16
15416,19
15417,18
15418,21
15419,15
15420,12
15421,13
15422,10
15423,26
15424,22
15425,17
15426,10
15427,34
15428,6
15429,16
15430,11
15431,9
15432,16
15433,36
15434,10
15435,7
15436,11
15437,28
15438,13
15439,19
15440,25
15441,8
15442,14
15443,24
15444,22
15445,26
15446,24
15447,27
15448,22
15449,11
15450,22
15451,11
15452,13
15453,21
15454,28
15455,19
15456,24
15457,16
15458,22
15459,16
15460,28
15461,25
15462,17
15463,16
15464,57
15465,13
15466,22
15467,19
15468,20
15469,12
15470,18
15471,14
15472,14
15473,18
15474,10
15475,8
15476,18
15477,49
15478,4
15479,22
15480,20
15481,11
15482,14
15483,23
15484,8
15485,41
15486,23
15487,11
15488,8
15489,31
15490,31
15491,32
15492,11
15493,19
15494,9
15495,8
15496,22
15497,29
15498,16
15499,15
15500,41
15501,11
15502,10
15503,251
15504,14
15505,24
15506,23
15507,11
15508,10
15509,16
15510,22
15511,22
15512,19
15513,28
15514,11
15515,24
15516,111
15517,19
15518,27
15519,24
15520,23
15521,22
15522,22
15523,7
15524,20
15525,29
15526,23
15527,1
15528,13
15529,9
15530,13
15531,16
15532,18
15533,32
15534,10
15535,19
15536,17
15537,14
15538,13
15539,20
15540,19
15541,13
15542,28
15543,20
15544,11
15545,17
15546,20
15547,19
15548,8
15549,30
15550,12
15551,32
15552,22
15553,38
15554,7
15555,32
15556,9
15557,14
15558,19
15559,22
15560,23
15561,8
15562,15
15563,23
15564,39
15565,30
15566,31
15567,10
15568,19
15569,29
15570,21
15571,14
15572,19
15573,13
15574,29
15575,19
15576,13
15577,18
15578,15
15579,15
15580,13
15581,8
15582,27
15583,7
15584,16
15585,16
15586,28
15587,17
15588,16
15589,25
15590,15
15591,14
15592,21
15593,21
15594,13
15595,19
15596,10
15597,20
15598,19
15599,15
15600,20
15601,15
15602,12
15603,13
15604,12
15605,12
15606,9
15607,19
15608,11
15609,23
15610,22
15611,15
15612,17
15613,14
15614,26
15615,19
15616,14
15617,11
15618,41
15619,15
15620,11
15621,15
15622,22
15623,8
15624,9
15625,12
15626,16
15627,28
15628,21
15629,30
15630,15
15631,16
15632,10
15633,19
15634,19
15635,8
15636,14
15637,23
15638,6
15639,17
15640,33
15641,15
15642,6
15643,24
15644,23
15645,24
15646,12
15647,17
15648,12
15649,24
15650,16
15651,9
15652,28
15653,455
15654,13
15655,25
15656,16
15657,16
15658,18
15659,257
15660,13
15661,19
15662,27
15663,314
15664,18
15665,6
15666,21
15667,13
15668,19
15669,14
15670,18
15671,26
15672,12
15673,16
15674,17
15675,17
15676,12
15677,27
15678,9
15679,13
15680,13
15681,18
15682,11
15683,17
15684,10
15685,13
15686,14
15687,18
15688,15
15689,24
15690,17
15691,19
15692,19
15693,8
15694,14
15695,21
15696,13
15697,19
15698,32
15699,17
15700,46
15701,18
15702,17
15703,14
15704,18
15705,8
15706,22
15707,25
15708,180
15709,23
15710,12
15711,23
15712,15
15713,19
15714,15
15715,13
15716,17
15717,22
15718,18
15719,12
15720,12
15721,19
15722,18
15723,24
15724,22
15725,7
15726,8
15727,23
15728,22
15729,26
15730,14
15731,11
15732,11
15733,509
15734,19
15735,22
15736,11
15737,28
15738,26
15739,14
15740,18
15741,16
15742,18
15743,28
15744,17
15745,15
15746,15
15747,22
15748,28
15749,21
15750,12
15751,22
15752,8
15753,11
15754,9
15755,11
15756,12
15757,20
15758,8
15759,28
15760,29
15761,26
15762,32
15763,7
15764,25
15765,18
15766,9
15767,20
15768,26
15769,23
15770,17
15771,30
15772,30
15773,14
15774,19
15775,13
15776,5
15777,24
15778,16
15779,14
15780,29
15781,19
15782,25
15783,22
15784,14
15785,8
15786,7
15787,21
15788,7
15789,21
15790,12
15791,24
