,idf_weights
donated,7.011987791283367
vaccination,7.031790418579547
affair,7.031790418579547
active,7.031790418579547
play,7.031790418579547
survive,7.031790418579547
pregnant,7.031790418579547
electric,7.031790418579547
required,7.031790418579547
container,7.031790418579547
eruption,7.031790418579547
funding,7.031790418579547
seasonal,7.031790418579547
islamist,7.031790418579547
charge,7.031790418579547
growing,7.031790418579547
representative,7.031790418579547
issued,7.031790418579547
islamabad,7.031790418579547
beginning,7.031790418579547
experienced,7.031790418579547
wounded,7.031790418579547
experience,7.031790418579547
highway,7.031790418579547
stranded,7.031790418579547
example,7.031790418579547
talk,7.0519931258970665
saying,7.0519931258970665
blood,7.0519931258970665
resulting,7.0519931258970665
metre,7.0519931258970665
agreement,7.0519931258970665
downpour,7.0519931258970665
institution,7.0519931258970665
prone,7.0519931258970665
direct,7.0519931258970665
www,7.0519931258970665
rapid,7.0519931258970665
vital,7.0519931258970665
remains,7.0519931258970665
primary,7.072612413099803
diarrhea,7.072612413099803
canal,7.072612413099803
can,7.072612413099803
dengue,7.072612413099803
weekend,7.072612413099803
falling,7.072612413099803
33,7.072612413099803
citizen,7.072612413099803
lead,7.072612413099803
man,7.072612413099803
chemical,7.072612413099803
present,7.072612413099803
completed,7.072612413099803
confirmed,7.072612413099803
travel,7.072612413099803
cooperation,7.072612413099803
guinea,7.072612413099803
29,7.072612413099803
largely,7.072612413099803
write,7.072612413099803
drainage,7.072612413099803
difficulty,7.093665822297635
sheeting,7.093665822297635
deal,7.093665822297635
aftermath,7.093665822297635
train,7.093665822297635
washing,7.093665822297635
driver,7.093665822297635
feared,7.093665822297635
watch,7.093665822297635
liberia,7.093665822297635
injury,7.093665822297635
reservoir,7.093665822297635
awareness,7.093665822297635
wall,7.093665822297635
avoid,7.093665822297635
nurse,7.093665822297635
alive,7.115172027518598
twitter,7.115172027518598
asked,7.115172027518598
chronic,7.115172027518598
initiative,7.115172027518598
whose,7.115172027518598
estimate,7.115172027518598
park,7.115172027518598
75,7.115172027518598
ship,7.115172027518598
insecurity,7.115172027518598
zimbabwe,7.115172027518598
provides,7.115172027518598
collapse,7.115172027518598
prepared,7.115172027518598
photo,7.115172027518598
beneficiary,7.115172027518598
cargo,7.115172027518598
2009,7.115172027518598
continuous,7.115172027518598
particular,7.115172027518598
later,7.115172027518598
sierra,7.115172027518598
2008,7.115172027518598
course,7.115172027518598
meanwhile,7.115172027518598
requirement,7.137150934237374
wish,7.137150934237374
constructed,7.137150934237374
targeted,7.137150934237374
mid,7.137150934237374
violent,7.137150934237374
raising,7.137150934237374
industry,7.137150934237374
mass,7.137150934237374
terrorist,7.137150934237374
1999,7.137150934237374
corp,7.137150934237374
secretary,7.137150934237374
stand,7.137150934237374
possibility,7.137150934237374
rest,7.137150934237374
fighter,7.137150934237374
g,7.137150934237374
created,7.137150934237374
storage,7.137150934237374
mercy,7.137150934237374
proper,7.137150934237374
branch,7.137150934237374
extremely,7.137150934237374
importance,7.137150934237374
borne,7.137150934237374
speak,7.137150934237374
continuing,7.137150934237374
produce,7.137150934237374
gon,7.159623790089432
solar,7.159623790089432
offer,7.159623790089432
